employee_id,department,commute_time_minutes
Employee_1748,Department_B,36.8
Employee_1749,Department_B,36.4
Employee_1750,Department_B,50.7
Employee_1751,Department_C,37.4
Employee_1752,Department_A,40.0
Employee_1753,Department_D,53.6
Employee_1754,Department_D,45.4
Employee_1755,Department_B,41.9
Employee_1756,Department_C,45.2
Employee_1757,Department_A,49.4
Employee_1758,Department_D,45.4
Employee_1759,Department_D,47.9
Employee_1760,Department_D,38.4
Employee_1761,Department_B,35.5
Employee_1762,Department_A,50.5
Employee_1763,Department_A,46.9
Employee_1764,Department_A,47.0
Employee_1765,Department_A,45.1
Employee_1766,Department_A,42.5
Employee_1767,Department_D,54.7
Employee_1768,Department_A,52.3
Employee_1769,Department_A,52.0
Employee_1770,Department_D,45.9
Employee_1771,Department_C,55.3
Employee_1772,Department_C,42.5
Employee_1773,Department_C,47.0
Employee_1774,Department_D,50.1
Employee_1775,Department_C,42.7
Employee_1776,Department_B,36.9
Employee_1777,Department_C,47.7
Employee_1778,Department_B,76.3
Employee_1779,Department_B,40.9
Employee_1780,Department_B,45.8
Employee_1781,Department_A,37.1
Employee_1782,Department_C,34.6
Employee_1783,Department_A,59.0
Employee_1784,Department_A,34.6
Employee_1785,Department_A,36.8
Employee_1786,Department_D,29.5
Employee_1787,Department_B,36.7
Employee_1788,Department_C,21.2
Employee_1789,Department_D,53.9
Employee_1790,Department_A,72.8
Employee_1791,Department_C,36.0
Employee_1792,Department_B,26.7
Employee_1793,Department_A,51.9
Employee_1794,Department_C,32.0
Employee_1795,Department_D,61.3
Employee_1796,Department_A,38.9
Employee_1797,Department_C,33.1
Employee_1798,Department_A,40.0
Employee_1799,Department_C,48.3
Employee_1800,Department_C,37.5
Employee_1801,Department_C,34.5
Employee_1802,Department_C,37.8
Employee_1803,Department_A,28.0
Employee_1804,Department_C,44.4
Employee_1805,Department_C,20.3
Employee_1806,Department_C,35.1
Employee_1807,Department_A,50.4
Employee_1808,Department_B,48.3
Employee_1809,Department_B,51.5
Employee_1810,Department_A,41.3
Employee_1811,Department_A,54.9
Employee_1812,Department_B,55.2
Employee_1813,Department_C,44.9
Employee_1814,Department_A,52.2
Employee_1815,Department_D,55.3
Employee_1816,Department_B,40.2
Employee_1817,Department_C,25.2
Employee_1818,Department_B,49.6
Employee_1819,Department_B,51.0
Employee_1820,Department_C,52.0
Employee_1821,Department_D,36.7
Employee_1822,Department_B,35.0
Employee_1823,Department_B,50.1
Employee_1824,Department_C,39.2
Employee_1825,Department_C,19.3
Employee_1826,Department_A,46.1
Employee_1827,Department_B,24.6
Employee_1828,Department_B,34.6
Employee_1829,Department_D,61.9
Employee_1830,Department_B,65.1
Employee_1831,Department_B,31.6
Employee_1832,Department_D,43.4
Employee_1833,Department_B,45.5
Employee_1834,Department_A,61.6
Employee_1835,Department_A,36.6
Employee_1836,Department_A,36.8
Employee_1837,Department_A,59.0
Employee_1838,Department_B,40.9
Employee_1839,Department_C,47.9
Employee_1840,Department_C,23.8
Employee_1841,Department_A,40.1
Employee_1842,Department_C,21.7
Employee_1843,Department_A,30.4
Employee_1844,Department_D,56.2
Employee_1845,Department_A,41.5
Employee_1846,Department_C,36.5
Employee_1847,Department_B,36.8
Employee_1848,Department_C,37.6
Employee_1849,Department_B,48.3
Employee_1850,Department_C,50.8
Employee_1851,Department_A,13.1
Employee_1852,Department_D,37.9
Employee_1853,Department_B,46.8
Employee_1854,Department_C,38.9
Employee_1855,Department_D,51.4
Employee_1856,Department_D,49.9
Employee_1857,Department_A,38.6
Employee_1858,Department_A,36.2
Employee_1859,Department_A,39.3
Employee_1860,Department_A,54.6
Employee_1861,Department_C,31.9
Employee_1862,Department_D,46.3
Employee_1863,Department_D,49.0
Employee_1864,Department_B,62.2
Employee_1865,Department_C,36.7
Employee_1866,Department_D,57.5
Employee_1867,Department_D,60.6
Employee_1868,Department_A,41.3
Employee_1869,Department_B,42.7
Employee_1870,Department_D,43.4
Employee_1871,Department_B,42.2
Employee_1872,Department_B,54.4
Employee_1873,Department_D,49.5
Employee_1874,Department_D,49.6
Employee_1875,Department_D,34.6
Employee_1876,Department_C,29.4
Employee_1877,Department_A,65.6
Employee_1878,Department_B,43.0
Employee_1879,Department_B,36.5
Employee_1880,Department_C,55.7
Employee_1881,Department_B,48.1
Employee_1882,Department_C,46.4
Employee_1883,Department_B,43.5
Employee_1884,Department_C,36.5
Employee_1885,Department_B,43.1
Employee_1886,Department_B,29.8
Employee_1887,Department_A,41.0
Employee_1888,Department_A,45.3
Employee_1889,Department_D,67.4
Employee_1890,Department_B,45.9
Employee_1891,Department_A,16.3
Employee_1892,Department_C,39.0
Employee_1893,Department_C,70.1
Employee_1894,Department_A,51.5
Employee_1895,Department_B,36.1
Employee_1896,Department_A,48.5
Employee_1897,Department_C,31.8
Employee_1898,Department_A,27.1
Employee_1899,Department_A,38.2
Employee_1900,Department_A,43.0
Employee_1901,Department_C,19.4
Employee_1902,Department_A,29.4
Employee_1903,Department_D,47.1
Employee_1904,Department_A,37.5
Employee_1905,Department_C,44.3
Employee_1906,Department_B,31.6
Employee_1907,Department_B,52.9
Employee_1908,Department_A,29.0
Employee_1909,Department_D,65.1
Employee_1910,Department_D,28.1
Employee_1911,Department_A,30.0
Employee_1912,Department_A,46.6
Employee_1913,Department_D,65.3
Employee_1914,Department_B,48.5
Employee_1915,Department_A,48.2
Employee_1916,Department_A,42.2
Employee_1917,Department_C,28.7
Employee_1918,Department_C,34.6
Employee_1919,Department_C,26.7
Employee_1920,Department_D,32.9
Employee_1921,Department_B,49.4
Employee_1922,Department_B,32.6
Employee_1923,Department_B,48.5
Employee_1924,Department_B,30.7
Employee_1925,Department_A,45.3
Employee_1926,Department_A,36.6
Employee_1927,Department_B,60.5
Employee_1928,Department_C,43.6
Employee_1929,Department_A,55.6
Employee_1930,Department_B,36.7
Employee_1931,Department_C,40.6
Employee_1932,Department_C,29.2
Employee_1933,Department_C,35.5
Employee_1934,Department_D,44.1
Employee_1935,Department_C,32.0
Employee_1936,Department_A,28.6
Employee_1937,Department_B,29.5
Employee_1938,Department_C,14.3
Employee_1939,Department_A,30.4
Employee_1940,Department_A,48.9
Employee_1941,Department_A,24.4
Employee_1942,Department_B,30.0
Employee_1943,Department_B,64.7
Employee_1944,Department_A,35.0
Employee_1945,Department_D,50.5
Employee_1946,Department_D,54.1
Employee_1947,Department_A,49.3
Employee_1948,Department_D,30.3
Employee_1949,Department_A,39.5
Employee_1950,Department_D,29.2
Employee_1951,Department_D,73.9
Employee_1952,Department_A,24.5
Employee_1953,Department_C,28.5
Employee_1954,Department_D,35.6
Employee_1955,Department_D,30.5
Employee_1956,Department_D,61.9
Employee_1957,Department_C,66.6
Employee_1958,Department_A,36.8
Employee_1959,Department_D,32.5
Employee_1960,Department_C,15.4
Employee_1961,Department_C,37.3
Employee_1962,Department_B,41.5
Employee_1963,Department_C,32.8
Employee_1964,Department_A,44.4
Employee_1965,Department_C,44.3
Employee_1966,Department_A,45.6
Employee_1967,Department_C,36.5
Employee_1968,Department_D,34.9
Employee_1969,Department_B,52.3
Employee_1970,Department_B,45.1
Employee_1971,Department_B,54.8
Employee_1972,Department_D,55.7
Employee_1973,Department_C,24.4
Employee_1974,Department_B,29.2
Employee_1975,Department_A,33.7
Employee_1976,Department_A,30.4
Employee_1977,Department_B,53.3
Employee_1978,Department_D,50.9
Employee_1979,Department_C,52.1
Employee_1980,Department_A,46.4
Employee_1981,Department_D,49.3
Employee_1982,Department_B,58.2
Employee_1983,Department_D,52.2
Employee_1984,Department_A,42.7
Employee_1985,Department_C,56.3
Employee_1986,Department_D,48.3
Employee_1987,Department_A,38.7
Employee_1988,Department_C,30.8
Employee_1989,Department_D,54.7
Employee_1990,Department_A,55.6
Employee_1991,Department_A,41.4
Employee_1992,Department_C,54.4
Employee_1993,Department_B,23.3
Employee_1994,Department_A,41.4
Employee_1995,Department_B,44.6
Employee_1996,Department_C,32.0
Employee_1997,Department_A,68.2
Employee_1998,Department_B,44.3
Employee_1999,Department_D,42.5
Employee_2000,Department_B,45.3
